country_code,country_name,year,gdp_usd,gdp_growth_pct,gdp_per_capita_usd,inflation_pct,fdi_net_inflows_pct_gdp
ETH,Ethiopia,2022,123140304665.399,5.32175988485454,982.103161502198,33.8898797100898,2.98033315911234
ETH,Ethiopia,2023,135874093203.18,6.59424599054353,1055.81091593061,30.2188278135278,2.40146315356828
ETH,Ethiopia,2024,149740297952.375,7.61277447616879,1133.88279681256,21.0377460577711,2.68582028017543
KEN,Kenya,2020,100657505750.545,-0.272766327438816,1927.66459027849,5.40516207933392,-0.00536845439351621
KEN,Kenya,2021,109703658904.994,7.59048947333467,2061.35622089594,6.10793603659176,0.382593996518954
KEN,Kenya,2022,114448978152.637,4.85998104287999,2109.56288513137,7.65986268272224,0.691645983068062
KEN,Kenya,2023,107500884685.013,5.71999241214208,1942.58802756191,7.67139634029402,0.472521238226254
KEN,Kenya,2024,120397537849.826,4.66019594571891,2133.46193404026,4.48978854243448,0.384924569449646
MDG,Madagascar,2020,13051441204.053,-7.13767162064489,450.771615205157,4.20179312190557,2.74657132350245
MDG,Madagascar,2021,14354731964.3258,4.65068343174309,483.469463351195,5.81225118787715,2.49072338064723
MDG,Madagascar,2022,15342178598.2475,4.13753534956307,504.059106969168,8.16059031991844,3.04942783216552
MDG,Madagascar,2023,16036707975.7567,4.23086580696344,514.064076551927,9.87432675044888,3.23953789790907
MDG,Madagascar,2024,17592832696.1336,4.32283728087992,550.37875528856,7.61335784313723,3.44577112659577
MWI,Malawi,2020,11769313597.8545,0.793596429787286,602.507478176106,8.62551469650552,2.14268264715469
MWI,Malawi,2021,12378119199.0839,4.55829212016083,617.446994451007,9.33014410835212,1.04617739110529
MWI,Malawi,2022,12429059928.102,0.921115069005936,604.269740360317,20.953969729969,1.5988861608404
MWI,Malawi,2023,13363669672.9405,1.94575281675984,633.214767978695,28.7897428247298,1.60106112476406
MWI,Malawi,2024,11311971400.3864,1.6734340852915,522.365366146003,32.1796504225025,2.28053083149593
MUS,Mauritius,2020,11566111137.5568,-14.1974358137792,9135.84773751062,2.5808007718283,1.94246862517576
MUS,Mauritius,2021,11622048696.8129,3.33809084057279,9177.71195973013,4.02852888157376,2.24180552669211
MUS,Mauritius,2022,12936444123.3037,8.3424438025047,10246.5017455553,10.7737512242899,4.21993412406582
MUS,Mauritius,2023,14072212290.4596,4.69918189687444,11269.9684462139,7.05298238454736,5.39963130399295
MUS,Mauritius,2024,14938055690.3609,4.94844235250574,11990.9355434317,3.6045220384796,4.56067539257877
MOZ,Mozambique,2020,14235420174.1884,-1.21952250011192,462.433876479921,3.48393567493204,22.3944370320025
MOZ,Mozambique,2021,16168055475.4449,2.37743572761507,509.907829475551,6.40847652975692,32.7522138534006
MOZ,Mozambique,2022,18884232598.8698,4.3693080193804,578.273222184503,10.2794018093421,16.0036980555879
MOZ,Mozambique,2023,20927498317.3094,5.50384456650241,622.191133245967,7.12697482131851,12.8228717557759
MOZ,Mozambique,2024,22752244245.473,2.14892499135355,656.976148587772,4.07856834812022,15.4210115464394
RWA,Rwanda,2020,10487146253.4025,-2.77710485515125,802.638686936204,9.85039902274207,1.45524928576719
RWA,Rwanda,2021,11252894909.5043,8.41140448646523,842.581492947672,-0.391346748300791,2.07399909664917
RWA,Rwanda,2022,13747404814.2677,9.82497394651698,1007.05989322914,17.6892095588153,2.21934152301495
RWA,Rwanda,2023,14806501437.282,8.55964292914153,1061.05788154076,19.789546746467,3.09083144958541
RWA,Rwanda,2024,15111064181.9687,7.22717103344534,1059.93709298801,1.77029240198635,3.79145567191588
SYC,Seychelles,2020,1382551751.56908,-11.7398608281732,14041.4754074575,1.20266463987123,5.79027015191072
SYC,Seychelles,2021,1487173794.80528,0.552281631207279,14982.9111487767,9.76909936973542,7.52808883301193
SYC,Seychelles,2022,1999888599.25474,9.88048366355446,16682.6990711785,2.6260363285129,9.4918981662406
SYC,Seychelles,2023,2171547935.38159,5.17980996672414,18130.5297135548,-1.03530088431952,11.0384988650861
SYC,Seychelles,2024,2228608684.29911,3.34667429007052,18364.5259678223,0.311726050919668,10.1468739688419
SOM,Somalia,2020,8628000000.0,-2.76455696202532,518.16113333875,,6.18915159944367
SOM,Somalia,2021,9483000000.0,3.44719850031242,549.056994756254,,6.33765685964357
SOM,Somalia,2022,10203000000.0,2.71821202053759,573.141165798229,,6.23346074683917
SOM,Somalia,2023,10958000000.0,4.17524257571303,596.885985135589,,6.17357181967512
SOM,Somalia,2024,11967000000.0,4.11139335779471,629.538899449007,,6.39257959388318
SSD,South Sudan,2020,,,,29.6758435538572,
SSD,South Sudan,2021,,,,10.5167158294358,
SSD,South Sudan,2022,,,,-6.68732094212668,
SSD,South Sudan,2023,,,,2.38280434813754,
SSD,South Sudan,2024,,,,91.4408220769046,
TZA,Tanzania,2020,66068737786.0639,1.99196460647855,1117.41528320313,3.29029062798325,1.42845965174632
TZA,Tanzania,2021,70655628147.8986,4.32138429480482,1159.85656738281,3.69091958802199,1.68494347865961
TZA,Tanzania,2022,75749121846.9703,4.56600576430955,1207.52062988281,4.35027204269101,1.89781100350604
TZA,Tanzania,2023,79030935638.1317,5.06952353203394,1224.00219726563,3.79923291384916,2.08641570922927
TZA,Tanzania,2024,79235713444.9777,5.5263138305945,1192.60668945313,3.05694676312373,2.16767805172059
UGA,Uganda,2020,37600368241.6657,2.95130642218098,845.766463890124,3.31332289544502,3.16881317773755
UGA,Uganda,2021,40529788748.6737,3.53658034070898,882.791717542504,2.20457204757414,4.06673785760736
UGA,Uganda,2022,45565333210.9108,4.58802192181773,963.067314117178,7.1957888597581,6.48067616265599
UGA,Uganda,2023,48768955863.3175,5.33697295511469,1002.30913917142,5.35094804280395,6.13816501913594
UGA,Uganda,2024,53911907079.0485,6.05558075875589,1077.91278438613,3.32338033691819,6.04170465908871
ZMB,Zambia,2020,18137764930.651,-2.78505506545167,951.644316655957,15.7330604721369,1.35190577412928
ZMB,Zambia,2021,22096416932.0089,6.23492204726448,1127.16077872857,22.0207676245777,1.78407846118257
ZMB,Zambia,2022,29163782140.4858,5.21122360356247,1447.12310138035,10.9932039209136,-0.223286755156161
ZMB,Zambia,2023,27577956471.244,5.36794285493059,1330.72780576709,10.884531691282,2.32465335614826
ZMB,Zambia,2024,25303185342.2511,3.82004825518591,1187.10943350064,14.9856262747939,9.32437789659637
ZWE,Zimbabwe,2020,31979753644.6558,-7.81695060188729,2059.63704025274,557.201817362051,0.470490704047012
ZWE,Zimbabwe,2021,41287852523.5016,8.46801676808001,2613.6167414057,98.5461050920624,0.575182174042167
ZWE,Zimbabwe,2022,40757585308.5016,6.13926327570213,2536.40197087505,104.705170628667,0.826253561026726
ZWE,Zimbabwe,2023,35871781303.429,5.3508687909833,2195.22502010174,,1.6843211517412
ZWE,Zimbabwe,2024,41521975830.2351,1.67649454921512,2496.15514995576,,1.12093172517355
